                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                0.41117,                0.44242,                 1.0037,                0.85437,                0.68303,                0.75383,                 0.6515,                0.63619,                0.90208,                 1.2067,             0.00017912,             0.00017912,             0.00017912
                     66,                0.42202,                0.45532,                 1.0078,                0.68651,                0.72837,                0.75794,                0.65118,                0.66857,                0.88068,                 1.2441,             0.00017441,             0.00017441,             0.00017441
                     67,                0.40481,                0.44128,                 1.0064,                0.79154,                0.70579,                0.75105,                0.65134,                0.65388,                0.91562,                 1.1968,             0.00016969,             0.00016969,             0.00016969
                     68,                0.40952,                0.45481,                 1.0022,                0.70374,                0.72018,                0.75251,                0.65075,                0.64663,                0.92503,                 1.2131,             0.00016498,             0.00016498,             0.00016498
                     69,                0.40836,                0.45228,                 1.0061,                 0.8479,                0.68017,                0.74559,                0.64672,                0.67447,                0.92683,                 1.2538,             0.00016027,             0.00016027,             0.00016027
                     70,                0.39985,                0.43278,                0.99795,                0.71501,                0.71949,                0.76365,                0.66409,                0.64709,                0.87647,                 1.2002,             0.00015556,             0.00015556,             0.00015556
                     71,                0.41959,                0.44004,                  1.009,                0.82556,                0.69572,                0.76386,                0.66179,                0.64599,                0.86132,                  1.221,             0.00015084,             0.00015084,             0.00015084
                     72,                0.40646,                0.44711,                 1.0036,                0.82071,                0.69959,                  0.752,                0.64283,                0.66789,                0.88722,                 1.2271,             0.00014613,             0.00014613,             0.00014613
                     73,                0.40681,                0.42855,                 1.0062,                0.86031,                0.69236,                0.75233,                0.65408,                0.66822,                0.90766,                 1.2279,             0.00014142,             0.00014142,             0.00014142
                     74,                0.40459,                0.43568,                0.99681,                0.82052,                0.67664,                0.75068,                0.66279,                0.60844,                0.83732,                 1.1691,             0.00013671,             0.00013671,             0.00013671
                     75,                0.40125,                0.42093,                0.99546,                0.79132,                0.70687,                0.76164,                0.66478,                0.64049,                0.87409,                 1.2037,             0.00013199,             0.00013199,             0.00013199
                     76,                0.38368,                0.39731,                0.98518,                 0.8108,                0.70446,                0.76606,                0.67234,                0.63637,                0.83512,                  1.195,             0.00012728,             0.00012728,             0.00012728
                     77,                0.38443,                0.40312,                0.99176,                0.74743,                0.72559,                 0.7634,                0.66532,                0.66553,                0.85216,                 1.2314,             0.00012257,             0.00012257,             0.00012257
                     78,                0.39126,                0.40081,                0.99518,                0.88961,                0.69442,                0.75826,                0.65725,                0.66506,                0.88826,                 1.2343,             0.00011786,             0.00011786,             0.00011786
                     79,                0.37968,                0.39702,                0.97938,                0.82312,                0.69642,                0.76565,                0.66801,                0.64143,                0.84208,                 1.2047,             0.00011315,             0.00011315,             0.00011315
                     80,                0.39056,                0.39995,                0.99383,                  0.851,                0.71234,                0.77319,                0.68204,                0.62902,                0.82341,                 1.1921,             0.00010843,             0.00010843,             0.00010843
                     81,                0.37071,                0.38146,                0.98971,                0.80009,                0.73483,                0.76942,                0.66853,                0.63829,                0.82442,                 1.2269,             0.00010372,             0.00010372,             0.00010372
                     82,                0.38093,                0.39646,                0.98592,                0.74359,                0.72196,                0.76199,                0.65933,                0.67468,                0.79941,                 1.2371,             9.9008e-05,             9.9008e-05,             9.9008e-05
                     83,                0.38158,                 0.3915,                0.99116,                0.85975,                0.71906,                0.76664,                0.66885,                0.65892,                0.81383,                 1.2342,             9.4296e-05,             9.4296e-05,             9.4296e-05
                     84,                 0.3741,                0.38225,                 0.9873,                0.87148,                0.70794,                 0.7716,                0.67614,                0.62759,                0.80377,                 1.1978,             8.9583e-05,             8.9583e-05,             8.9583e-05
                     85,                0.37804,                0.38538,                0.98884,                0.74141,                0.75772,                  0.764,                0.66603,                0.64182,                0.83632,                 1.2181,             8.4871e-05,             8.4871e-05,             8.4871e-05
                     86,                0.38482,                0.37822,                0.98507,                0.74125,                0.74346,                0.76324,                0.67007,                 0.6514,                0.85192,                 1.2032,             8.0158e-05,             8.0158e-05,             8.0158e-05
                     87,                0.37556,                0.37288,                0.98599,                0.72358,                0.73749,                0.76323,                0.66583,                0.66105,                0.83106,                 1.2367,             7.5446e-05,             7.5446e-05,             7.5446e-05
                     88,                0.37409,                0.37401,                0.98973,                0.82681,                0.72467,                0.77691,                0.67833,                0.62047,                0.81931,                 1.1635,             7.0734e-05,             7.0734e-05,             7.0734e-05
                     89,                0.37043,                0.38297,                0.99013,                0.79831,                0.74265,                0.77012,                0.67431,                0.63331,                0.82243,                 1.1923,             6.6021e-05,             6.6021e-05,             6.6021e-05
                     90,                0.36382,                0.36207,                0.98057,                0.79085,                0.73782,                0.76747,                0.67466,                0.63929,                0.83506,                 1.2148,             6.1309e-05,             6.1309e-05,             6.1309e-05
                     91,                0.29053,                0.36423,                0.91614,                0.73856,                0.71672,                0.74366,                0.64656,                0.67805,                0.92854,                 1.2677,             5.6596e-05,             5.6596e-05,             5.6596e-05
                     92,                0.27643,                0.30379,                0.91695,                0.82653,                0.72386,                0.76935,                0.67231,                0.63166,                0.86899,                 1.1901,             5.1884e-05,             5.1884e-05,             5.1884e-05
                     93,                0.26786,                0.28125,                0.90814,                0.82113,                0.74154,                 0.7811,                0.68167,                0.61523,                 0.8296,                 1.1815,             4.7172e-05,             4.7172e-05,             4.7172e-05
                     94,                0.25928,                0.27383,                0.89622,                0.84218,                0.73147,                0.78304,                0.68259,                0.60622,                0.81474,                 1.1746,             4.2459e-05,             4.2459e-05,             4.2459e-05
                     95,                0.26123,                0.27307,                0.90448,                0.86414,                0.72876,                0.78871,                0.68485,                0.61393,                 0.7995,                  1.192,             3.7747e-05,             3.7747e-05,             3.7747e-05
                     96,                0.26002,                  0.273,                 0.9012,                0.78424,                0.72892,                0.78414,                0.68283,                0.62445,                0.82634,                 1.1992,             3.3034e-05,             3.3034e-05,             3.3034e-05
                     97,                0.25626,                0.26011,                0.89495,                0.81581,                0.72996,                0.77973,                0.68191,                0.61926,                0.83105,                 1.1966,             2.8322e-05,             2.8322e-05,             2.8322e-05
                     98,                0.25271,                 0.2627,                0.89841,                0.74909,                0.75151,                0.78491,                 0.6863,                0.60247,                0.80217,                 1.1793,              2.361e-05,              2.361e-05,              2.361e-05
                     99,                0.24782,                0.25411,                0.89043,                0.77471,                 0.7346,                 0.7778,                0.67977,                0.61393,                 0.8184,                 1.1921,             1.8897e-05,             1.8897e-05,             1.8897e-05
                    100,                0.24928,                0.26032,                 0.8866,                0.83927,                 0.7261,                0.77678,                0.68321,                0.60039,                0.81306,                 1.1738,             1.4185e-05,             1.4185e-05,             1.4185e-05
